id	sent0	label
5240	 Trailer kandukondirikkumbum mothhavum ottae chinthayae ullaayirunn ethil ikka illallo ethaetho poorimon undaakkiya udaayippu trailer aanaenn avaasanam ikka kandappozhaa samaadhaanamaayath	Negative 
2104	 Ittimaniyile laleattente look ishtamaayavar like adi....	unknown_state 
5486	Trailer eranghunnathinu munne thanne rajaye pedicha lalettane paripikkanayitt kure fans	Negative
3907	 Hukoo for rajinikanth sir hukku hu hu for mohanlal sir	not-malayalam 
2208	 Like vare udayippil undaakkunna fans ayee	unknown_state 
3668	 38000000 viewrs oh my goddddddddddddddddd  megastar the gr8	Positive
6019	Dislike adichvnmar oombi kuthi irikathe ulluh	Negative
3485	 Love mohanlal from andhra mb fans	not-malayalam 
2499	 Mammooka fans vedipooram .. vanne .. Adi like makkale	unknown_state 
2950	 Settt	unknown_state 
1271	 Lalettan fans and prithviraj fans hit like	not-malayalam 
1987	 Mohanlal Fans & Prithviraj Fans Like Here	not-malayalam 
2103	 Adhyam Cheka chivandha vaanam polae thonni....pinne maari  Vivek oberoi....spl aayi thonni	Positive
2064	 Eeswaraa mammoty um prithviyum classmates aitano	unknown_state 
969	 Ee 2019 enna varsham Maamookkant thanne aan	Positive
6495	All Kerala Mohanlal fans like here	not-malayalam
466	 within 3hrs- 212k views	Negative 
301	 Madhuraraja teaser ethaanenkil trailer enthaayirikkum April kazhinjaal theater ok kaanumo aavo	unknown_state 
6207	Padam kanda shesham trailer kandathukondu oru aaswasam.	Positive
2781	 Padam flop aavm Enna Kaaryathil oru doubtum illa....	Negative 
2829	 Raja yude power kanichu kodukkande	unknown_state 
4921	 Kali brazilum(lalettan) Argentina ( mammookka)yum thammila.... Thee paarum.... Welcome mammookka....	Positive
4214	 Mammokkade pillerk vendiyulla like button	unknown_state 
5786	Eppozhum eee manushyanu  filiminodulla passion kanumbol ann hooo hats off mammukkka	Positive
2843	 edakku vannu kanukayum viewsum nokkunnathum arokke mammookka	Positive
5829	Onn madiyaaak mammookka Vayassan aayalle Pudiya pullark avasaram kodukk	Negative
95	 YouTube struck ayoooo Views 172 k Like 162k Unlike 15k Laletaaaa	unknown_state 
3408	 Superb trailer from d boss fans karnataka	not-malayalam 
908	 Polichu trailer mass padam marana mass aarikkum urapp	Positive
2129	 Ente ponno ithreyum kathu irunne trailer vere illa ikka uyir	Positive
6676	Trailer kollam..but oru mass bgm illa..gopi sundar mathiyayirunnu	Mixed_feelings
1499	 Jo jeetha wohi sikhandar oke pole undu	Mixed_feelings 
1775	 Unni ettan fans hit like	not-malayalam 
4185	 Ertti madhuram on ikku's bday..god bless ma ikkuhappywala bday ikku	Positive
3997	 Bahubali : mamankam = NASA : ISRO	not-malayalam 
1976	 Sherikkum il prithvirajinte koravu enthayalum undavum	Mixed_feelings 
4219	 #LUCIFER IS    #MAMMOOKKA FAN	not-malayalam 
2108	 Enna oru feel olla trailer	Positive
1947	 Last 8 sec ufff injaathi ikka ingal poliyatta	Positive
1632	 Enta ikka polichu   Kidu item  Ethu polikkum	Positive
2007	 Sound l endo oru mistake ulla pole thonni...  Enikk matram ano??!!	Mixed_feelings 
5008	 Annum innum ikka marana massennu thonnunnar ivide  like itto	unknown_state 
877	 Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass	Positive
2631	 Bro full support rock man allel	Positive
5293	 Promo video kidukki.. apo trailer thakarkkum......	Positive
5764	ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 0.5/5	Negative
6359	pullikku 68 aano 18 aano outstanding body language	Positive
5211	 Samshayam kond chodikkuva	unknown_state 
1587	 Trailer kanan thudangumbol 25k like	Positive
3982	 Happy to see Manoj k jayan back	not-malayalam 
5325	 Edak... Edak vanu trailer nokkunnavar.... Arokke....? Lalettan PrithviTovi  Istttam	Positive
1305	 Aettanta padathin ikka fansnte ashamsakal 🤗🤗🤗	Positive
1394	 If you are bad im your dad	not-malayalam 
1764	 fans kattoorkadavu comedy love scenes	not-malayalam 
1804	 Mamangam fans show kandirikkum ad ini eath time ayalum ikkayum eattanum namukk  oru Poleyalle	Positive
1242	 Mammooka die Hard fans LIKE adichu polikk ith logam kaathu ninna RAJA yude varav ith polikkum	Positive
2924	 BGM Semma    from TamilNadu	not-malayalam 
5153	 mohanlal kazhinje vere oru nadan ullu	Positive
5673	2019 peranbil thudangi maamankathil ethi nikkunnu veshapakarchayude thamburaan. MAMMOOTTY	Positive
4409	 Aju vargheesinte police role ishtamayavar like adi	unknown_state 
5368	 Lalettan polikkum. Raju ettanum lalattan ishttam marikkunna vare chunk ayi kondu nadakkunum ente lalattan ne	Positive
6524	Tovinoye kollan aanu manju parayunnath ennu thonnunnu	unknown_state
102	 Annum ennum ennum ikka mass 🤩🥰	Positive
2217	 Trailerinu munb 7k dislike adichavanmarku ulupundoda	Negative 
1558	 Ee role mammookkak aahnnu cherunathu anu arinja...lalettan fans right now kurupottikal....🤣🤣🤣🤣	Negative 
1189	 Mass odiyan Mass kollamass kattaa waiting kidilam	Positive
1145	 17k views 104k like how's it	not-malayalam 
6693	160k views in just 86 minutes	not-malayalam
6714	Ippo E comments vaayikkumbalu Nalla. Sukhondu	unknown_state
605	 Banal trash. Panavum nashtam samayavum nashtam.	Negative 
5592	0:50  AbrahamQureshi unnum alla enn paranj mamukka lalettan fans sahikumo athano ini dislike adichath🤔	unknown_state
6254	Only for ഇക്ക Not for sunny	unknown_state
6136	Sunny chechiii Fans Hit like	unknown_state
1523	 Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu	Positive
1058	 Peranbu Anpoodu  amudhan	unknown_state 
1084	 You tube hang ayo ??? 34K views change avunnilalo 🤔🤔🤔	unknown_state 
1550	 verey level maranamaass neeralikk polumilla 1 m views	Positive
2056	 Dileepnte jeevidha kadha ano e cinima	unknown_state 
459	 Aha aha nalla kidilan thalavettu	unknown_state 
6261	trailer  marana  mass  mammoka  magastar	Positive
5029	 Ee Padam തീയറ്റർ il poyi kanum ennu ullavar undo ivide   Like	unknown_state 
2288	 ithre ullo mattavanmarude power 🤣🤣🤣 dislike dislike	unknown_state 
5874	eante ponnu ikka mass love mammookka	Positive
5416	Adich keri va makkallee ika polikkmm	Positive
2051	 Endokke ayerunnu.... Lag padam... Monee shree	Negative 
5068	 Thanks ' Prithviraj Sukumaran ' from all lalettan fans..!	not-malayalam 
5337	 Pulimurugan nte frame's um sequences undaloo🤣 Murugan 2 ano ini?	Mixed_feelings 
2082	 nama hero december 12 wait & see  mamamaga maha magam kankulirke kandoli the face of Indian cinima	Positive
5693	iragiya padagal 5 yenam aavereginum thaye ith super hitagum	Mixed_feelings
4405	 HappY Birthday One an Only Mammookkkaaa 🥰	not-malayalam 
1521	 4.6 M views on 23.03.2019 ::2.07AM	not-malayalam 
6158	Yenthina aa manjvine ithilekku valichirakkiyathu aval undayathukondu padam kananulla aa thrill poyi	Negative
6073	Ekka trailer ethanel padham teatre pooraparambakkumallo.evdem kanum disliken marr	Negative
972	 Film kaanan trill adichu nilkkunnavar like	unknown_state 
4255	 @1:13- aa car’nu vare oru charivu kando...  ethu pakka lalettan padamane...	Positive
1574	 Tamil film Pizza de oru style	Positive
3213	 Ikka Ella malayalikaludeyum ahangaramaya vigaramanu . love uuuuuuuuuuuuuuuuuuuuuuuu ikkakkaa	Positive
5993	Ethre pravashyam kandu enn ariyilla.....MAMANGAM HISTORY OF THE BRAVE HISTORY THE  POWER HISTORY OF AN ERA....	Positive
4393	 Last superman punch pwolich. Ejjathi item mamookka kidukki	Positive
156	 Trailer erangiyilla adhinu munpe pedich thoori dislike adikunna mammunnyolikal	Negative 
3279	 dileep  first day kaanan pokum family aayitt.. dileepinte cinema aanenn paranjalle..ammayum wifeum cinema kanan varukayullu.. ingane aan pandu muthale..	Positive
5213	 118k like ithentha ingane?  Korachu mumbu 180k undarnnallo !!	unknown_state 
924	 Kerala's Golden Film... Lalettan is MONSTER	not-malayalam 
787	 Mammukka swag... bgm is flauless.	not-malayalam 
6301	1:42 to 1:45 oru lalettan look	unknown_state
4361	 Dislike cheytha ellaa poorimakkalkum naduviral namaskaram	Negative 
682	 Oru reksham ella masss atra parayan epol patuuuuuuu laletan polychu	Positive
4056	 Mammooka fans  ivide come  & like adii	unknown_state 
835	 Kurach massum aayittanallo jayetta ipravishathe varav	Positive
5201	 Search cheithit trailer kittunnilla inna kittiyathe	unknown_state 
2252	 Ini ore vijayiyum keralathil vanne negalikkan padilla	Negative 
4002	 Ikka& unni fans onu urjathode pravarthichal 24 hour's kond 5 m adikka	unknown_state 
418	 Mammookka fans inu like adikkan ulla comment	unknown_state 
2493	 ഹാങ്ങ്‌ ആയി 462k viewsil  ninn neengunilla	unknown_state 
1398	 Big waiting for Mamangam	not-malayalam 
6663	Mamooka ingalu orum sambavam Alla ithihasam thank you	Positive
3879	 Ith pole films aanu tamil telungu mass movies aakunnath	Positive
5837	mathura raja trailer kanditt vannavar parayu? Edha better?	unknown_state
3928	 AVASAANAM RAAJUVETTANUM VALLA VILLANO MATTO AAYI VARUMO ENDHO#######	unknown_state 
2958	 Padam kurachode dark theme aakayirunnu	Mixed_feelings 
1586	 Malayala cinemayude khathi kadalinumappuram ethicha punyam ..megastar mammookka	Positive
5280	 ade maireada dislike adichirikkunde plastic fans ayirikkum	Negative 
6653	Enne arelum ivdnnu koottikkondu pokaamo...repeat mode on more than 25 times...kidu bgm	Positive
186	 Aa kannukal mathram mathi a character depth mansilkan laletta.....	Positive
1535	 Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe	Negative 
437	 tovi mwthinte mass kannnan vannavar undo....	unknown_state 
6385	njan parayunnu eetavum valiya big flop aayirikkum	Negative
1624	 Oru ghum illaa	Negative 
2279	 LALETTAN UYIR  ALL LALETAN BHAKTHANS HIT LIKE HERE	unknown_state 
4955	 Padam clss ann വേറെ level ayirikum	Positive
4202	 6.8M kazhinjal record views aanttaaa	unknown_state 
4362	 like  mammmukkka  fans frm  mangalore	unknown_state 
635	 Once a king always the king     mamookaa	not-malayalam 
963	 entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass	Positive
4645	 Jeevithavumaayi bandapett kidakkunna movie aayathu kond trailer kaanumbol vallatha oru santhosham battalion police kaarude real life aanu parayunnath	Positive
1213	 Raja 100 cr urappullavar adi like	unknown_state 
6397	Njangal Ikka Fansinte Swantham Ettan . DILEEPETTAN	Positive
945	 Pani Ariyavunaknd thanneya pidichu nikune .. 🥰 oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka	Positive
1443	 Kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka	Positive
4020	 Njan oru lalettan fan anu.. pakshe ithu polichu... ikka super	Positive
764	 Sorry Trailer  veendum veendum kandukondirikunnathkaranam Comments\r  vazhikkan pattiyittilla Mammookka polikkum	Positive
159	 Nalla punch ulla trailer mamooka Jai anusree shamna ellarkum bst of luck	Positive
2481	 ഇവാൻ  spycho aaadaaa    Ente epono ijathi	Positive
3556	 Rahumanaaa ne polikkadaaa... My dear class mate🥰	Positive
2695	 Pwoli... By a katta lallettan fan	Positive
6257	Idivett sugunan evide athumkoode venamrnn trailer pwlichu	Positive
2939	 0:28 - 0.33 athu ingerkkk matrame patttu... Sheriyalle.. :)	Positive
4327	 Rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi...#romanjification	Positive
634	 Best of luck ikka	not-malayalam 
3246	 Ithu kandappol aarkelum  lalettante jilla tamil filim look manasil vanno?	unknown_state 
1825	 IAM LALETTAN fan but  Mammokka us marana mass	Positive
4341	 Triple strong kkaaar okke evideyanavo?entho?oru vivarom illa?	unknown_state 
4851	 speechless 🤐.   ikkaaa	not-malayalam 
4628	 Assassins creed game um undo cinema ill	unknown_state 
4751	 Dialogue presentation pora bakki ellam kollam	Mixed_feelings 
5895	Mammukkaa	Positive
4270	 Best Actor	Positive
2868	 poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?	Positive
3172	 Ee role cheyan Lalettan mathrame pattu!	Positive
1580	 dislike adikkunna ella myrenmaarrum poyi oomb	Negative 
526	 Ikka ki jai powli trailer onum parayan ella super masss	Positive
1328	 Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam	Negative 
4874	 Padathinte elaa sathum adagiya trailer...vere vallathum undaayaq mathyaayrnnuu	Mixed_feelings 
1219	 Usha udup paadiya lucifer anthem ethanu? Padathil kandilallo.. Arkenkilum ariyo..?	unknown_state 
4815	 Njan oru bangali aanu Malayalam theriyale aanalum trailer romba super aayirukk	not-malayalam 
713	 Ettan kurch koode perfect akum enn vicharikunu by H	Mixed_feelings 
3359	 Sunny Chechi en Kanan matharam trailer kandavar like aadikeee.	unknown_state 
223	 Vivek oberoi best villan powli 🤩🤩🤩	Positive
5801	I love mohanala Sir Trailer semma mass	not-malayalam
6506	Ippo kaanunna ikka fans un do oo	unknown_state
662	 Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo	Positive
298	 Suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund.waiting for releasing	Positive
2228	 peter machan. onnu nokkanilla kidilen actions unadakum	Positive
5044	 Njn ithil aru roll cheyunund namude ichayan polliyann  maranna mass	Positive
2040	 Ee padam pwolikkum pwoli teaser teaser...	Positive
993	 Mamoookaaaa massssss.....uff rakshayillaaaa...ikka ennum mass ka bapp	Positive
1354	 6.1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi	Negative 
354	 Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.	Positive
5688	D companyile  jayasurya  ariyuo  ningalk  athaan  vera  level	Positive
4672	 Theriyumlaa raja solruthu dhaa seyva seyyaradu mattum dha Silva	not-malayalam 
2387	 Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu  eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..	Negative 
6453	O ikka polichu 68am vayasillum mass lookka	Positive
951	 Ithu tamil oke kand kazhinna scene anallo bhai..	unknown_state 
6643	Ente ponno  no raksha	Positive
5381	 0:29 Vendaayirunnu	Negative 
3573	 What a trailer. Amazing  ഇത് കലക്കും.	Positive
6467	Ekka njan orikal ekede koode oru filim cheyyum oru Indian mass padam	unknown_state
5408	Ente ponnu mammoooka mass item veendum..bgm aanegil onnum choikandaa porichu	Positive
1545	 endh kashtaman idh trailer alla teaser ann	unknown_state 
6428	Namada model school . Model schooli padiche pillerokke evdeda..	unknown_state
5430	Enteh laletta eth trailer aanu uff	Positive
6689	Lucifer 100 kodi adikkumennullavar adi like	unknown_state
124	 peter hein nte stunt ella cinema il um ore pattern aanallo	Mixed_feelings 
1390	 Kalkikku malayalathinte dhathuputhran alluarjun fansite vijayaashamsakal	unknown_state 
3022	 I'm a big fan of you Mammookkkaqq	not-malayalam 
2624	 Marana mass lalettan fan aanennu parayumbol abhimaanam..	Positive
4189	 Katha manasilay Tv il varambam kanam	Negative 
1744	 Prithviraj ille ee padathil?... Padam pollikum enn thonunavar like adiku..	unknown_state 
2992	 0:43 muvattupuzha grand centre mall alle?? Muvattupuzha kaar indo ivude?	unknown_state 
5228	 Namichuuu Ikkaa. Engaluuu pwoliiiyaaanu . Love you ekka	Positive
2901	 Onnil kooduthal kandaavar ividea like adikk..nan.matram ano	unknown_state 
6399	malayalikalude rakthathil alinja peru...mamukaaa....ith polikkum..Mega Mass Movie from One and Only Megastar..	Positive
6607	2 lakhs like ariyan vendi vannavaradi like	unknown_state
4422	 Youtube hang aayi 17 k viewsm 108k likesmraja effect	unknown_state 
905	 ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram	Positive
5824	Nalla adipoli trailer Adutha Undayum 18am padiyum Peranpum Yathrayum pole flop urappanu	Negative
3431	 Raja pillerum irangan pogua ini idiyude adiyude pooramanu .	unknown_state 
4555	 Ith polikkum	Positive
4179	 Average padam....2nd half thalli neekkan petta paadu	unknown_state 
2495	 Like adi   kandu maduthavar like adi	unknown_state 
4049	 Vineeth sreenivasan ennnu kanda pinne onnum nokkanda padam vere level ayirikkum	Positive
656	 Nte laletta  Idikatta waiting aaa..... Ummah. Theatre pooraparambha urappaa	Positive
5216	 Katta Waiting April 12 FANS SHOW TICKET KITIVAR LIKE ADIKUKA	Positive
340	 0:15 aa musicinu vendi wait cheyyuva	not-malayalam 
1932	 4k sangi polayadi dislike fucking sangi	unknown_state 
1080	 Appo engane pullaare... Pwolikuvalle	Positive
6147	MAMMUKKA FANS LIKE ADI Mammukka uff vere level	Positive
3483	 THE FACE OF INDIAN CINEMA Megastar Mammooka	not-malayalam 
5350	 Pattuna paniku poyapore ika... oru nalla story anu nghalu nashipikanathu	Negative 
4389	 Sayico aya villian avale pranayicha villlain..	unknown_state 
3868	 waiting  ganagandharvan mamankom sherlock bilal  enik vayya.... mass ka baapp	Positive
4577	 1 il kuduthal kandavar like hear	unknown_state 
5251	 Katta waiting for mamangam  Mammookkaaa	Positive
11	 Nte ponno oru raksha Illa Ennaaa Trailer	Positive
5413	Lucifer pole oru nalla chitha maayi maaratte  . By  lalettan fan	Positive
4976	 Kidilan....... Lalettan  pritvi	Positive
1788	 Enthoke paranjalum anu mol Dhileepettanu nallonam cherunnund	Positive
4781	 I'm From Manju Warrier Native  Kanyakumari	not-malayalam 
2411	 Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo ithreyum pradheeshichilla	Positive
891	 Padam irangum munpae 6 M adikum ennu thonnunavar adi like	unknown_state 
1012	 Engane unlike cheyyan thonnanu....ee kanikkunath Kerala police nte motham avasta aanu .....	Negative 
733	 ethra like & view aayi ennu nokkan vannvarkk like aanulla stalam..	unknown_state 
3409	 film kandathin sheshavum trailer veendum veendum kanunnu ..hangover	Positive
6723	Lalettan and odiyan fans like adikku	unknown_state
3486	 Ambujakshante kadha..... Pora.... Lucifer trailer kandapol kittuna oru punch illa...  ennirunalum ikkayude padavum nalla reethiyil vijayikate.. Ennu	Mixed_feelings 
4041	 Prithviyude voice modulation.....oru rakshayum ilya ponne....  Kidkaachi trailer Stylish paranja itha aanu makkalle	Positive
3867	 Ethreyum nalla oru creativity ku dislike cheyunnavarodu oru load pucham	Negative 
136	 Woow woww wow	not-malayalam 
4317	 Vijay annan : ivane eni valaran anuvadich kooda.. Ivanum naad rakshikkan thudangi..	unknown_state 
3977	 Oru raksha illa makkal poli padam like	Positive
5582	Triller Kandal ariyam  Padam sooperhit aanu enn	Positive
6494	Aa kurishil christinte thala odich vechekunnu... raju brilliance	Positive
2290	 Sho.... Naatil vechu padam kaanan pattilla ennu orkumbol....	Negative 
3052	 Chennai rohini theataril aareke undagum  fast day	unknown_state 
5652	Fanshowku pokum munp kanunnavar aroke ...	unknown_state
2842	 Cinema kand kazhinjitt veendum trailer kaanan vannavar undo ivide	unknown_state 
933	 Ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗	Positive
6631	Any SLR fans ...Jai pubg ..Jai ikka	not-malayalam
4884	 10 million aakum ennurappullavar like adikkuka	unknown_state 
3909	 malayathil ethu vare kandathil vech ettavumm bramandaa trailer  ikkaa hats off ...	Positive
2137	 28 lucifer release ente bday pwoli	Positive
5155	 Ivantae mukhath akae oru expression mathramae ullu  mandhabudhiyudae.	Negative 
5119	 Raja massinte appanayittu varum eee stephente mass.	Negative 
6355	lalettan ..vere levelaanu .  massss....🤩🤩🤩	Positive
2937	 Odiyanekaal kooduthal kanji vendivarum lucifarine	unknown_state 
2696	 Egane ulla movie kal kaanan aanu ellavarum waite cheyunath	Positive
4998	 Ee padam first day kanan pokunnavar like cheyyuka	unknown_state 
3624	 This movie deserve double Oscar	not-malayalam 
485	 Ithu Tamil movie ah illa Malayalam movie ah? Mostly Tamil dialogue in Malayalam slang :P	Mixed_feelings 
572	 Kola mass ennu thoniyavar evdea like adiku	Positive
1796	 Luciferinte athrayum eatthilla ninte vatturaja pinna sunny chechie ullathu kondu kaanaaaam	Negative 
6119	pandu mamangam nadannirunna nila nadiyude terrathulla nattukkar undo lyke adichu powlikku	unknown_state
3449	 trailer thudangunnathinu mumbu nnallathavanam annu aagrahichavar like adikku!!!!!!	unknown_state 
1514	 Kalki super hit akum enn Bonny parayan paranju	Positive
5987	Let's go guys. Break 1M views& 50K likes& 5K cmnts in 24 hrs	not-malayalam
5886	Shung shing sung onamshang vashang (appo onathinu kanam enn)..🤗🤗	unknown_state
3176	 Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot	Positive
1661	 Kattaa waiting Suraj ettan  Soubikkaa  Robot ettan Japan chechi	Positive
3245	 Oru rakshayum illa trailer pwolichi  padam maximum theatril thanne poi kanaan nokkum Mohanlal fan	Positive
4749	 Oru horror okke aarnnu pradikshiche ... Or a villian dominating psyco movi ...  But... Ennalum padam polikkum...	Mixed_feelings 
4610	 Ikka muthaanuuu...luv uuubut rajuetta ningale miss cheyyunnu	Positive
1376	 Dislike adikan mtram Kure per nokiyiriunna polund	Negative 
6022	740 kuru potti	Negative
4912	 Malayalam cenimakall vere our talattilekku ettiyrikkn uuu....gambeerammm....	Positive
1127	 Lalettan Lucifer pwolich.... aduttat Mammookka de Madura Raja.... malayalatile 2 megastars	Positive
5716	Oru Anya Basha  tharathekoodi role kodukkamayirunnu	Negative
1649	 Odiyan kand ishtappettit trailer nokkan vanna aarenghilum ivade inda ?	unknown_state 
195	 MAMMOOKKAAA....  NIGHAL MUTHAANU....Nighal kola maassalla...  kolaveri maasaanu.....	Positive
1335	 Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu	Negative 
4738	 Padam hitakanulla elements ellam undallo.. Oru Maayavi touch thoniyarunu	Positive
4074	 Still in Trending #1.... Mamangam... Ikkaa.. We r waiting ....	not-malayalam 
5557	Mamangam malayalam industriyude oru gem aay marum urapp	Positive
6016	Raj ettan & mamooka ethu polikum	Positive
310	 Looks like netflix series oru film aayi coloring Mach aavunnilla	Negative 
2120	 Tollywood - Bahubali Kollywood - 2.O Sandalwood - KGF Mollywood - Mamangam	not-malayalam 
1481	 Ith verum mass alla marana mass	Positive
3475	 Moving to 700K views & 50K Likes	unknown_state 
841	 00:20 galaxy star ഉം  power star ഉം	unknown_state 
4833	 Madhura raja theater poyi kandavar like adiche	unknown_state 
5415	Ente prthvirajee kettipidich oru ummma thannaoteee chakkarereeee	Positive
1934	 Hang mariyoo... Real time views set ayoo...	unknown_state 
4175	 Ettan fans Ethra per ee padam kanan pokum Ettan ishttam	Positive
5591	Ijjathi.... Mammookka..  unni achuthan... Maamangam	Positive
5823	Krithyamayi paranjal 30amathe thavana aan trailer kanunnath.	Positive
4966	 Angane 2 million kadannu...padam 2 Billion  adikkatee..#Mammootty#Mamangam	unknown_state 
1897	 Naalu bengalikal rand side il ninn mannu valich kadalilitta theerunnathe ullu ninte japan	unknown_state 
4576	 Eppozhum views koodunno ennariyan vendi varunnavar undo	unknown_state 
1544	 E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum	Mixed_feelings 
4156	 Ho my god... Soooooooooooooooooooooooooooooooper... Dislike adicha pottimaanikal chankupottychaakum	Positive
5114	 Aa teasernte athra pora villante name oru punch illa amar	Mixed_feelings 
4768	 ‍ Venda kutta uruttam  Aaah pwoli Background music	Positive
187	 Trailer Oru rakshyum illa adi poli jayettan takarkkum	Positive
2574	 katttttttttta wtng aadhyamaaayi dileepinte flm wtng aaanu njn.	Positive
500	 Last thalaiva tonum ikkante jumbum	unknown_state 
5380	 Video erangunathinu munbe dislike adichavanmar nannayi varanne ente luciferree	Negative 
2214	 Copy full pulimurugan kanuna pole unde	Negative 
5943	Mass enn paranjal pora... Marana mass	Positive
4148	 Ariyaalo she is vare lavl  katta waiting ikkka	unknown_state 
543	 Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole	Negative 
6042	Vere level trailer and bgm  ikka look powlii	Positive
3092	 We have SLR gun  Slr -marksman rifle        Bullet-7.62 8x supported  Pubg daaa	not-malayalam 
1042	 Ee padathien ethra Kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila...nthin pakuthi polum ilaaa	Negative 
5451	confident ayi dialogue adicha palarudeyum comments athinte present replies kandu  chirikan vannatha	unknown_state
5028	 Aa cafe lookil Nadiye kanumbol   oru albuthile kutiyude look enik mathramano thonniyath	unknown_state 
2824	 Enik matram ahno jishnu ragahvne pole nadane thoniayth . .RIP	unknown_state 
2467	 Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.	Mixed_feelings 
989	 aarokke first  showkk pokum ? fdfs arokke like adikk  🤔🤔????	unknown_state 
5352	 Super entha paraya kalum kayyokkey tharikkinu kandittu	Positive
1276	 Bilal john kurishingalinte aniyan aano ini	unknown_state 
6317	Kandittum kandittum mathi varunnillaalo ee sangathi	Positive
4886	 Views hang aayenn thonnunnu kure neram aayallo 462 k aayi nikkunnu  50k indarnna like 85 k aayi	unknown_state 
3186	 Indian cinimayil mamankathe vellan anoruttan Vere janikanam	Positive
2316	 UnniMukundan and Mamookka fans Like here	not-malayalam 
3815	 Surajettan ippol kadhapathramayi jeevikkukayanu.. mikka cinemakalilum	Positive
2529	 Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice	Positive
3517	 Ettan mass anneee.....Nala orginal paka mass	Positive
6168	Ithinte script writer.eee... Aarenkilum idakku orukkuka...	unknown_state
893	 madhura raja trailerinu surya fansinte ashamsakal	Positive
2774	 Enthanavo manju warier kanumbol oru deshyam	Negative 
5233	 Enakke trailer ishtappettilla   Enikke toonnunnath ee padam pottum ennaan           Only personal opinion	Negative 
661	 Trailor ok ...kozapilla enni movie kandal ariyam	Mixed_feelings 
205	 Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu	Positive
6104	Eee padam oru above feel good movie aayirikkum een pratheekshikku...DILEEPETTAN. ..love you....	Positive
3610	 Lucifer trailor 8.5 m pakuthi enkilum aavuo	unknown_state 
1986	 Ee maha avataratte nerkku ner illadakkan marakkar padu pedolo ishwaraa..  1:17 bgm	Positive
2420	 Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi	Mixed_feelings 
5897	Ithu mass alla marana mass adipoli kumba konam....odiko heaters thirinjum marinjum odikkoooo	Mixed_feelings
2487	 njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham	Positive
5598	Ow nta bapaa...aa kaaakki shert  sleeve madakkiyulla varavu...allanu..rrrrromam yeneet ninnu...	Positive
5445	Idakk  എവിടെയോ sonam kapoor nte chaya	unknown_state
2237	 Maamoookkaaa.. what a fight.. no words.....	not-malayalam 
2819	 Trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath??	Mixed_feelings 
3925	 ufff ikka ethe polikkum. Katta waiting	Positive
1019	 Ithu kandittu eganna unlike addikan thothuthooo avoo🤔	Positive
4054	 Enna koora padama . Mamooty ullond kandirikam . Nalle boradiikkuna padam sthiram kadha	Negative 
6455	Adaaa mwoneeee inganeee oru trailer kanda kaalam marannu......  Fdfs for sure	Positive
3827	 65 k ലൈക്‌ 16 k view hangayi	unknown_state 
1613	 Babynet  oppam Shane nigam venaayirunnu Enna ithinakaal adipoliyaayirikum Shanente fans adi like	unknown_state 
3696	 Raju etta ningal Malayala cinema ye Vere Level Aaakum Alle	Positive
5699	Romam chaadi eneettu panchayathu ground vazhi 2 round oodiiii	Positive
2999	 Padam first day kandittu vannavar arokke ind	unknown_state 
